timestamp,text,start_time,end_time
"(7726.06, 7731.24)"," which is difficult to communicate, especially in the wet season when we have large flow events that",7726.06,7731.24
"(7731.24, 7739.34)", might aggrade or degrade the channel. We work with USGS staff to understand the magnitude of,7731.24,7739.34
"(7739.34, 7747.2)", a lot of these flow events and what has happened at their stations as index stations. Some stations are more resilient to changes,7739.34,7747.2
"(7747.2, 7749.52)"," in flow conditions like ditches, for example.",7747.2,7749.52
"(7750.0, 7754.16)", But even ditches can have stage shifts when boulders are,7750.0,7754.16
"(7755.36, 7757.52)"," falling into the open ditch, for example.",7755.36,7757.52
"(7759.8, 7762.28)"," The like Kauai station right here,",7759.8,7762.28
"(7762.28, 7764.92)", there was a large flow event at the end of January.,7762.28,7764.92
"(7764.92, 7769.0)", And while this station,7764.92,7769.0
"(7769.0, 7786.32)"," I we haven't even been able to get access to the station, because all the low flow crossings requires 19 string crossings to get to all of them have been wiped out, and this station apparently the water got got 10, 12 feet above this level.",7769.0,7786.32
"(7786.92, 7792.98)"," And this sensor got ripped out, despite all of my best efforts to secure it to the bedrock.",7786.92,7792.98
"(7794.5, 7801.6)"," So when there's more equipment in the stream, there are more problems that could happen.",7794.5,7801.6
"(7802.98, 7807.4)", I actually really like the non-real-time continuous monitoring,7802.98,7807.4
"(7807.4, 7811.52)"," stations because they're straightforward, simple, they have small footprints, and they're easier to",7807.4,7811.52
"(7811.52, 7819.6)", maintain long-term. Real-time stations have batteries that need to be replaced and insects,7811.52,7819.6
"(7819.6, 7828.14)", that can chew up wires or get into the electronics. So it can be challenging to maintain them.,7819.6,7828.14
"(7828.14, 7831.12)", So that's the pros and cons of each of the sites.,7828.14,7831.12
"(7831.12, 7835.96)"," Yeah, and I just wanted to ask, just so you understand the continuum of options that we",7831.12,7835.96
"(7835.96, 7841.0)"," have for Gagee, and then there's varying costs related to that, and that transitions well",7835.96,7841.0
"(7841.0, 7842.08)", in DynMC too.,7841.0,7842.08
"(7842.08, 7846.0)"," So while we want data and need data for decision making,",7842.08,7846.0
"(7846.0, 7847.4)"," there is just real,",7846.0,7847.4
"(7847.4, 7849.16)", the practicality of getting that data,7847.4,7849.16
"(7849.16, 7852.04)", is oftentimes challenging for us to work with,7849.16,7852.04
"(7852.04, 7853.82)", with our limited resources.,7852.04,7853.82
"(7857.02, 7860.22)", So we have to measure flow in order to verify,7857.02,7860.22
"(7860.22, 7862.84)", that the sensor is reading accurately,7860.22,7862.84
"(7862.84, 7866.08)", while we also conduct site visits to measure stage,7862.84,7866.08
"(7866.08, 7872.7)", and in reference to nearby reference points or datums. And flow measurements can take anywhere,7866.08,7872.7
"(7872.7, 7877.78)"," from 45 minutes to an hour and a half, depending on the size of the stream and the channel",7872.7,7877.78
"(7877.78, 7888.52)", conditions that have to be maintained in order to make an accurate or a flow measurement with low uncertainty and our,7877.78,7888.52
"(7888.52, 7894.7)", staff of usually two will go out into the field approximately quarterly to make these flow,7888.52,7894.7
"(7894.7, 7902.5)", measurements the standard protocol for USGS is about six times per month per year so uh every,7894.7,7902.5
"(7902.5, 7906.36)", other month we just don't have the staff or the the funding to maintain that,7902.5,7906.36
"(7906.36, 7913.26)", level of um uh uh field work and but you know we do our best with our our limited resources,7906.36,7913.26
"(7913.26, 7918.42)", and some of these sites can take an hour and a half to get to this is the North Fork Waialua,7913.26,7918.42
"(7918.42, 7936.0)"," River below the Blue Hole intake and uh I mean it's at least 45 minutes to an hour drive, plus a half hour hike in just to get to this one site. So you can imagine some some days we measure five or six locations, some days we measure three.",7918.42,7936.0
"(7936.0, 7939.0)", So it just depends on the location.,7936.0,7939.0
"(7939.0, 7948.48)"," Aaron, can I ask you, are other providers or entities also measuring and do you all share information",7939.0,7948.48
"(7949.68, 7959.68)", so we fund usgs um we are the largest cooperator of the usgs uh network hydrological data collection,7949.68,7959.68
"(7959.68, 7965.28)", network but we're not the only funder so a lot of our stations are cost shared with other entities.,7959.68,7965.28
"(7966.4, 7974.24)"," And then outside of the USGS, I know of a few small, like there's one or two",7966.4,7974.24
"(7975.92, 7986.96)"," University of Hawaii or federal organizations that measure flow or maintain any monitoring sites. Then there is the Department of Health,",7975.92,7986.96
"(7986.96, 7993.28)"," when they do some field work, they also measure at their location.",7986.96,7993.28
"(7995.84, 8009.12)"," But in many circumstances, the county just pays for the USGS to maintain a station or monitor for a particulate or make flow measurements,",7995.84,8009.12
"(8009.12, 8014.64)"," that sort of thing. There are a few nonprofits that make flow measurements,",8009.12,8014.64
"(8015.28, 8018.88)", but I'm not aware of where they store that data.,8015.28,8018.88
"(8018.88, 8029.0)"," And Chair, just real quick, we do come every August to renew and get approval from the Commission to renew that cooperative agreement.",8018.88,8029.0
"(8029.0, 8045.78)", And so we've asked us just to do a similar presentation for this body to kind of go over their monitoring program and the details of their field work that we're ultimately paying for right in order to provide that data to us. So that's coming in August. Aurora?,8029.0,8045.78
"(8045.78, 8047.86)"," Just a quick yes, no, is DOT,",8045.78,8047.86
"(8047.86, 8050.28)", does DOT do any kind of?,8047.86,8050.28
"(8050.28, 8052.28)", They cost share.,8050.28,8052.28
"(8052.28, 8056.18)", Most of their funding goes to crest stage gauges.,8052.28,8056.18
"(8056.18, 8059.38)"," So across the state,",8056.18,8059.38
"(8059.38, 8062.52)", they fund hundreds of crest stage gauges.,8059.38,8062.52
"(8062.52, 8064.6)"," And then where it is,",8062.52,8064.6
"(8067.44, 8075.76)", where there's synergy with the water commission's efforts or or usgs's needs um there are we cost share stations so in,8067.44,8075.76
"(8075.76, 8082.56)", say like in waikapu we added a natural flow usgs gauging station to the cooperative agreement in,8075.76,8082.56
"(8082.56, 8086.0)", the last couple of years and it's being cost shared with,8082.56,8086.0
"(8086.0, 8090.8)", uh department of transportation so they fund the peak flow estimates which involves a lot,8086.0,8090.8
"(8090.8, 8096.96)", of modeling a lot of field work for measuring stream contours and that sort of thing and,8090.8,8096.96
"(8097.84, 8108.0)"," we look for uh you know in order to expand the network with our limited funds, we look for opportunities to cost share where possible.",8097.84,8108.0
"(8108.0, 8125.12)"," I one more does Noah and no a also participate in that and I asked because right now there's a big national push with Cairo, and they're very flooding focused, so they want to have advanced warning and it just seems like everybody should hang out together and from what i understand noah only",8108.0,8125.12
"(8125.12, 8130.96)", funds rainfall stations um their own they have their own network of rainfall stations and then,8125.12,8130.96
"(8131.52, 8145.22)", from what i've seen on their website all of their you know flood warning stations are all usgs that we fund. Okay. Thank you.,8131.52,8145.22
"(8145.6, 8146.0)", All right.,8145.6,8146.0
"(8146.16, 8146.56)", Sorry.,8146.16,8146.56
"(8146.94, 8147.26)", Go ahead.,8146.94,8147.26
"(8148.68, 8150.84)", All of our field work is focused on-,8148.68,8150.84
"(8150.84, 8151.48)"," Aaron, can I ask a question?",8150.84,8151.48
"(8152.04, 8153.0)"," Yes, go ahead.",8152.04,8153.0
"(8153.76, 8154.06)", All right.,8153.76,8154.06
"(8154.1, 8154.38)", Thanks.,8154.1,8154.38
"(8154.92, 8157.0)", You do a lot of work on quantity.,8154.92,8157.0
"(8157.6, 8159.12)", Who does the work on quality?,8157.6,8159.12
"(8160.2, 8167.2)", That falls under the department of health is there a way that you can cooperate in,8160.2,8167.2
"(8168.56, 8176.32)", sort of cost sharing some of that or are these uh reaches way beyond what they would need,8168.56,8176.32
"(8179.04, 8190.0)", well we i we don't there are we don't have the regulatory authority over quality so we don't fund quality monitoring.,8179.04,8190.0
"(8190.0, 8198.0)", And I would you providing the data I mean you're there in the stream looking at flows twice.,8190.0,8198.0
"(8198.0, 8206.64)"," Oh, you suggesting that staff support department of health with water collect with the collection of samples for analyses for",8198.0,8206.64
"(8206.64, 8211.44)", water quality is that what you're suggesting well can they help you uh provide money to do i mean,8206.64,8211.44
"(8211.44, 8216.08)", they must be spending money on doing that they have i mean i'm not going to speak for doh but,8211.44,8216.08
"(8216.08, 8222.24)", i do know that they have limited funds still that's yeah uh they there was an article about,8216.08,8222.24
"(8222.24, 8225.44)"," beach water quality monitoring for example example, on Maui.",8222.24,8225.44
"(8226.18, 8233.8)", They don't have the ability to monitor remote streams in the middle of the forest.,8226.18,8233.8
"(8235.66, 8249.12)"," Well, I mean, the question will come up is if you look at sustainability long term, is that there is a quantity and quality issue and if we're going to start using surface",8235.66,8249.12
"(8249.92, 8257.6)", water for portable needs when do we start understanding that what's uh contributing,8249.92,8257.6
"(8257.6, 8291.04)"," to the quality of that water and i guess at the end of your presentation, I guess in your what is a balance that you need in terms of gauging stations or measurement capacity to get to a point where we understand where we can strike a balance in providing you know, sustainable water sources for all the needs so the commission supported the",8257.6,8291.04
"(8291.04, 8297.04)", USGS uh study looking at our water resource monitoring needs and there was a publication,8291.04,8297.04
"(8297.04, 8307.2)"," two years ago or maybe now it's three years ago on where we need groundwater monitoring, where do we need streamflow monitoring, where do",8297.04,8307.2
"(8307.2, 8315.28)"," we need rainfall monitoring, and especially going into this period of climate uncertainty. And",8307.2,8315.28
"(8316.32, 8320.88)"," you know, we kind of, we know where we need to monitor, we just don't have the funding to do it.",8316.32,8320.88
"(8320.88, 8325.46)"," Well, is there sort of a dream sheet where you kind of",8320.88,8325.46
"(8326.9, 8332.06)", pencil out the funding requirements given the pressure or the interest on climate change,8326.9,8332.06
"(8332.9, 8339.26)", definitely and I think we I presented to that to the commission either last year the year before,8332.9,8339.26
"(8339.26, 8348.0)"," that if we had given the constraints of USGS's to add stream gauges, for example.",8339.26,8348.0
"(8348.0, 8373.0)"," We could probably realistically add the read of 5 Usgs gauging stations each year to the cooperative agreement for the next 10 years, and then we would be at surface water, you know a a much better place monitoring surface water resources across the State, and that's not to take anything away from what we do as staff.",8348.0,8373.0
"(8373.0, 8378.0)", We would still continue to do what we do but we're at capacity.,8373.0,8378.0
"(8378.0, 8389.18)"," We we i'm hoping that we get to hire more staff in the in the near term, and I believe we do have funding to do that, but we are staff time and budget limited.",8378.0,8389.18
"(8389.92, 8391.88)", So if I can share.,8389.92,8391.88
"(8391.88, 8393.64)"," Well, we'll save this for when Kalea does",8391.88,8393.64
"(8393.64, 8395.3)", his presentation next.,8393.64,8395.3
"(8395.3, 8398.04)"," Yeah, yeah, that's exactly what I was gonna say.",8395.3,8398.04
"(8398.9, 8401.7)"," Jumping the gun for item C too,",8398.9,8401.7
"(8401.7, 8404.28)", but then maybe to touch on the Department of Health,8401.7,8404.28
"(8404.28, 8406.48)"," conversation, both myself and Kathy,",8404.28,8406.48
"(8406.48, 8412.24)", the deputy with DOH have talked about how do we better coordinate and manage our resources and,8406.48,8412.24
"(8412.24, 8420.0)", share data so that we both can effectively do our kuleana as it relates to us as well as Department,8412.24,8420.0
"(8420.0, 8425.12)", of Health's Clean Water Act and Safe Drinking drinking water act responsibilities so i think the goal,8420.0,8425.12
"(8425.12, 8429.12)", is in this you know this administration that will work to kind of tighten up that relationship,8425.12,8429.12
"(8429.68, 8434.88)", understand that data sharing more clearly and then how we can work better together across agency on,8429.68,8434.88
"(8434.88, 8441.68)", water quality and quantity good we can have that in c2 thank you all right good enough all right,8434.88,8441.68
"(8441.68, 8451.0)", aaron you want to continue on yes thank you thank you. We also assist other water users or operators of systems across the state.,8441.68,8451.0
"(8451.76, 8460.58)"," For example, this is the farmer's ditch in Hanapepe that distributes water to riparian farmers in Hanapepe Valley.",8451.76,8460.58
"(8461.52, 8466.26)", This is the portion of the Hanama Ulu ditch that feeds the agribusiness development,8461.52,8466.26
"(8466.26, 8476.74)"," agency or corporation, sorry, ADC. And then this is the Department of Agriculture's",8466.26,8476.74
"(8476.74, 8482.82)", Waimea Irrigation or Upper Hamakua Ditch. A lot of these agencies just don't have the staff or,8476.74,8482.82
"(8482.82, 8485.68)", expertise to maintain a monitoring station or,8482.82,8485.68
"(8485.68, 8491.84)", or make flow measurements our equipment is very specialized um each one of these devices is third,8485.68,8491.84
"(8491.84, 8499.12)", well was five years ago or six years ago thirteen thousand dollars um and you know with inflation i,8491.84,8499.12
"(8499.12, 8506.72)", would probably venture it's fifteen to twenty thousand dollars now um and then you know a lot of these non-profits say this is the,8499.12,8506.72
"(8506.72, 8513.92)", East Waioli ditch that feeds the East Waioli taro Hui and um they just um you know they're a small,8506.72,8513.92
"(8513.92, 8522.44)", operation that um is not they just don't have the ability to um maintain this equipment or or a,8513.92,8522.44
"(8522.44, 8532.0)"," monitoring site so what we do is we partner with them. They read the staff plate as frequently as possible, and then we maintain the rating curve for them.",8522.44,8532.0
"(8532.1, 8545.12)"," Same with like the Hanumauluditch here, or the Kealia ditch here. um all right so our current hydrological data program we have continuous data collection on",8532.1,8545.12
"(8545.12, 8552.72)", 12 at 12 sites on kauai three on oahu uh four on molokai 12 on in west maui and 16 in wow,8545.12,8552.72
"(8557.04, 8570.0)"," oh we lost you aaron your song went out. Do you hear me? No, we can. Now we can. Okay. So we have continuous data collection",8557.04,8570.0
"(8570.0, 8576.18)"," across the islands. There are 12 sites on Kauai, three on Oahu, four on Molokai,",8570.0,8576.18
"(8576.74, 8586.52)"," 12 in West Maui, 16 in East Maui, and three on Hawaii. Occasionally, so in West Maui, for example, we maintained a couple of sites",8576.74,8586.52
"(8586.52, 8596.76)", that were monitoring natural flow following the 2014 USGS low flow study. And we wanted to verify,8586.52,8596.76
"(8596.76, 8610.0)", that the continuous record data reflected what was estimated as water available. Some of these stations were then upgraded to Usgs stations by the Commission.,8596.76,8610.0
"(8610.0, 8628.0)"," So in 2,018, I believe the Kaua Stream Engage and our stream gauging station, and the Kahoma Stream Station were upgraded, and then in 2, 2020 the Ukumehame natural flow monitoring station was added.",8610.0,8628.0
"(8628.0, 8637.0)"," The non-continuous monitoring that we do, quite a few on Kauai, none on Oahu or Molokai,",8628.0,8637.0
"(8637.0, 8647.38)", four in West Maui and 16 in East Maui. And these are related to like partial record gauging stations that we've been,8637.0,8647.38
"(8647.38, 8655.9)", maintaining uh to develop low flow characteristics so um the the recommendation by USGS is that every,8647.38,8655.9
"(8655.9, 8662.08)", three to five years um do a couple more uh flow measurements under low flow conditions to verify,8655.9,8662.08
"(8662.08, 8666.48)", that the um the the hydrological patterns that are predicted,8662.08,8666.48
"(8666.48, 8674.76)", by the previous model and previous measurements still hold true. And then we measure on Hawaii,8666.48,8674.76
"(8674.76, 8681.18)", Island at five locations. One of these is related to the Wailuku hydropower. Two are related to,8674.76,8681.18
"(8681.18, 8689.4)", the INACO commission decision with the IIFS. And then two are related to monitoring the Wai'a'ama stream.,8681.18,8689.4
"(8692.74, 8697.2)"," Again, it includes natural and regulated stream flow, IIFS monitoring, ditch flow monitoring.",8692.74,8697.2
"(8699.24, 8706.0)"," So what does that mean for our field work schedule? So we have to conduct,",8699.24,8706.0
"(8706.0, 8709.26)", it takes about five days of field work quarterly,8706.0,8709.26
"(8709.26, 8711.76)"," to maintain what we do in Kauai,",8709.26,8711.76
"(8711.76, 8715.48)"," two days on Oahu, two days on Molokai,",8711.76,8715.48
"(8715.48, 8717.86)"," four days in West Maui, four days in East Maui,",8715.48,8717.86
"(8717.86, 8719.36)", and one day on Hawaii Island.,8717.86,8719.36
"(8720.74, 8724.54)", That means we are in the field about 72 days a year.,8720.74,8724.54
"(8725.0, 8729.0)"," If you have one more day of office work, which it usually takes more than one day.",8725.0,8729.0
"(8729.0, 8746.78)", But say we had one more day of office work to process that data about over 50% of our time is just dedicated to hydrological data collection and it does not include days that we have to repair or maintain equipment,8729.0,8746.78
"(8746.78, 8753.32)", for example after the the January flooding in Waimea Canyon we have I have at least two days,8746.78,8753.32
"(8753.32, 8762.86)", worth of maintenance to do that are you know the backlog continues we this does not include,8753.32,8762.86
"(8762.86, 8770.0)"," additional measurements that are part of the hydrologic studies that we do, and does not include biological surveys or other field investigations.",8762.86,8770.0
"(8770.0, 8791.28)", So where do we monitor? We monitor in Waioli on the North Shore. uh Kaloa region Lawhai um Hanapepe and throughout Waimea Canyon on Kauai on Oahu we have a station,8770.0,8791.28
"(8791.28, 8799.32)", in uh Waianae Valley and Makiki and then in um Manawili or the the Waimanalo ditch,8791.28,8799.32
"(8800.46, 8830.14)"," on Kauai we monitor natural flow conditions in the Waikou Valley, and then in Lualohe, Kanakakai, Oluwalu, Ukumihame, and Waikakupu streams we have monitoring stations",8800.46,8830.14
"(8830.14, 8835.3)"," right now. We have in the past monitored at other locations like in Kauula or in Wailuku River,",8830.14,8835.3
"(8835.3, 8842.56)", but those stations have been discontinued because they were upgraded to USGS stations. So it's not,8835.3,8842.56
"(8842.56, 8847.44)"," that the data aren't being collected, it's just that we are not the agency collecting the data.",8842.56,8847.44
"(8850.4, 8851.24)", Go ahead.,8850.4,8851.24
"(8851.24, 8852.08)", Quick question.,8851.24,8852.08
"(8852.08, 8854.54)", So I was just thinking about the workload,8852.08,8854.54
"(8855.52, 8860.52)"," and what, you guys are crucial for all of it,",8855.52,8860.52
"(8860.64, 8864.4)", but what can you potentially outsource?,8860.64,8864.4
"(8864.4, 8867.24)"," If, have you guys thought about that?",8864.4,8867.24
"(8867.24, 8872.24)", Because your skills are valuable as a hydrologist.,8867.24,8872.24
"(8872.24, 8875.96)", Are there other activities,8872.24,8875.96
"(8875.96, 8877.84)", that could potentially be outsourced?,8875.96,8877.84
"(8877.84, 8878.96)", He's shaking his head.,8877.84,8878.96
"(8881.06, 8883.68)", Not really.,8881.06,8883.68
"(8883.68, 8886.92)", You just need more of your staff.,8883.68,8886.92
"(8886.92, 8890.46)", Or more money to hire USGS.,8886.92,8890.46
"(8890.46, 8897.52)"," The data processing, some of it's automated, but it still requires a real human.",8890.46,8897.52
"(8897.52, 8900.36)", Is there something that takes most of your time?,8897.52,8900.36
"(8900.36, 8901.36)", Just curious.,8900.36,8901.36
"(8901.36, 8906.4)"," Yeah, QA, QC. just curious yeah qaqc uh-huh okay i mean in terms of the",8901.36,8906.4
"(8909.12, 8913.68)", the amount of time that i'm not in the field i would say i mean obviously going in the field,8909.12,8913.68
"(8913.68, 8920.56)", is a whole day so usually we're on you know the 5 45 or 6 15 a.m flight um and then we're back at,8913.68,8920.56
"(8920.56, 8925.36)", seven or eight o'clock at night and so that's that's a standard field day and we had a,8920.56,8925.36
"(8925.36, 8930.34)", team yesterday go to kawaii and they were on the 5 50 a.m flight and back home at eight or they,8925.36,8930.34
"(8930.34, 8936.42)", were on the 8 p.m flight back landing at 8 40 so um you know and then you have all the data that,8930.34,8936.42
"(8936.42, 8942.56)", were gathered you have to process and so it's you know we for for every day i'm in the field,8936.42,8942.56
"(8942.56, 8945.36)", there's at least one day that you need to be in the office,8942.56,8945.36
"(8945.36, 8951.12)", just to process the data and i would say at least because it's usually more than that and then i'm,8945.36,8951.12
"(8951.12, 8956.08)", not available to do anything else during that period of time and we are not it's not just me,8951.12,8956.08
"(8956.08, 8963.2)", it's a collective effort we have a a really solid team yeah so that's i i will highlight that that,8956.08,8963.2
"(8963.2, 8966.64)", is why when we have him available he is pushing,8963.2,8966.64
"(8966.64, 8972.48)", to be present and be fully present in this conversation for for really the analysis part,8966.64,8972.48
"(8973.68, 8979.44)", um the review of the data and and proposed management recommendations one thing to collect,8973.68,8979.44
"(8979.44, 8988.46)"," the data but then how is that data used for management recommendations is another part of that. And he is, Aaron is, and his team is good at what they do.",8979.44,8988.46
"(8989.16, 8992.58)", But it's shifting into item C2.,8989.16,8992.58
"(8992.76, 9000.26)"," This is also, we had time, so we wanted to make sure we updated this body again and the public about what it takes to get the data.",8992.76,9000.26
"(9000.26, 9001.64)", So that way we can get it.,9000.26,9001.64
"(9001.96, 9009.0)"," It's easy once it's in a paper, but all of that work that gets to this point is it does take time and money and resources to do that.",9001.96,9009.0
"(9009.0, 9028.88)"," That's helpful. Now, Aaron, or maybe Kaleo, when we have lawsuits, do we make that part of mitigation a requirement that they have to pay for monitoring and staff to monitor for lawsuits i mean this is an ag question maybe but for",9009.0,9028.88
"(9028.88, 9035.28)", potentially but what we've been trying to do where there's off-stream benefit where like somebody's,9028.88,9035.28
"(9035.28, 9041.84)", diverting water we've made sure that they're one reporting their diverted amount of water that,9035.28,9041.84
"(9041.84, 9045.32)", they're using right so they either have to comply,9041.84,9045.32
"(9045.32, 9046.96)"," and meet the reporting requirements,",9045.32,9046.96
"(9046.96, 9051.4)"," or we just recommend if you partner with us and USGS,",9046.96,9051.4
"(9051.4, 9053.78)"," pay for the gauge, then it's an install that,",9051.4,9053.78
"(9053.78, 9055.08)"," it's kind of an upfront cost,",9053.78,9055.08
"(9055.08, 9057.5)", but in the longterm you get this data,9055.08,9057.5
"(9057.5, 9059.48)", that ensures that you're in compliance,9057.5,9059.48
"(9059.48, 9060.98)", with the IFS that's set.,9059.48,9060.98
"(9060.98, 9064.4)"," And so there has been more focused effort,",9060.98,9064.4
"(9064.4, 9065.76)", I would say in the past four,9064.4,9065.76
"(9065.76, 9072.88)", five years to push to have this cool sharing this partnership um in a regulatory compliance,9065.76,9072.88
"(9072.88, 9078.64)", kind of perspective but also just like we all benefit from good data um so there's been that,9072.88,9078.64
"(9078.64, 9087.36)", shift to try to see where where we can partner and it's not a hundred percent water commission funding for this resource,9078.64,9087.36
"(9087.36, 9092.8)", um we try to get those private partners on board we've also um and hopefully i'll touch on this a,9087.36,9092.8
"(9092.8, 9097.36)", little bit too it's really been focusing on where we can leverage other federal funding and our,9092.8,9097.36
"(9097.36, 9103.84)", programs to support the data collection needs of of our of our staff and agency because when you,9097.36,9103.84
"(9103.84, 9105.64)"," get others collecting data,",9103.84,9105.64
"(9105.64, 9107.68)", is there a quality assurance issue?,9105.64,9107.68
"(9107.68, 9111.94)", That is a big issue and one of the challenges on both sides.,9107.68,9111.94
"(9111.94, 9117.0)"," So similar, whenever we've had enforcement actions brought",9111.94,9117.0
"(9117.0, 9120.0)"," before the commission, we try our best to use.",9117.0,9120.0
"(9120.0, 9121.12)", We have our data.,9120.0,9121.12
"(9121.12, 9123.4)", We provide the opportunity for those,9121.12,9123.4
"(9123.4, 9128.28)", that we're bringing the complaint against to provide alternative data oftentimes they don't have that.,9123.4,9128.28
"(9128.64, 9136.02)", And so they've also seen the benefit of investing in their own data collection to have an alternative to our data sets.,9128.64,9136.02
"(9136.26, 9147.06)"," We also like usgs they collect data with no management recommendations, and so we rely on them oftentimes for some of that core data in our management",9136.26,9147.06
"(9147.06, 9152.08)", decisions and even enforcement compliance recommendations. And maybe whether we can,9147.06,9152.08
"(9152.08, 9158.34)"," make this administratively or we have to get legislation, but we really perhaps should be",9152.08,9158.34
"(9158.34, 9165.36)", looking at passing on some of those costs through our permitting process that there's a fee associated with the,9158.34,9165.36
"(9165.36, 9172.32)", permits that go into a fund to pay for data so that is coming forward and potentially our,9165.36,9172.32
"(9172.32, 9177.6)", administrative rules and recommendations which are regulatory fees that we have authority to,9172.32,9177.6
"(9177.6, 9183.04)", accommodate um so that way portions of those fees like if you're benefiting from the use of,9177.6,9183.04
"(9183.04, 9195.48)", diverting water you're also contributing into caution the understanding what the low flow is right what it takes to monitor and key so that's one way to kind of offset the staff costs potentially in the future.,9183.04,9195.48
"(9195.72, 9211.0)"," Okay sorry. Sorry, it's okay. I I also want to add that in a situation where there's a lawsuit or a settlement is is achieved.",9195.72,9211.0
"(9211.0, 9216.0)"," Say, with Kamehameha schools in the lalakea issue that occurred.",9211.0,9216.0
"(9216.0, 9222.0)", It's a fixed amount and Usgs gauges while there is an upfront cost.,9216.0,9222.0
"(9222.0, 9235.0)"," There's also an operation of maintenance costs that we pay for every year, and that's where you know we we see the benefit of a particular gauge that was funded temporarily by say the Department of planning and",9222.0,9235.0
"(9235.0, 9250.64)"," public works, or or whatever it is that at the county level, or you know it gets funded through a cooperative agreement with Kamehameha Schools and then six years down the road it the the money dries up and then we don't we don't have that data coming",9235.0,9250.64
"(9250.64, 9256.32)", in so we add it to our cooperative agreement so in I apologize for adding to the cost of our,9250.64,9256.32
"(9256.32, 9274.0)"," cooperative agreement but I see the benefit of increased data collection so yeah we just keep adding stations. Okay, very good. In East Maui, quite a few sites were established for the Water Commission as low flow.",9256.32,9274.0
"(9274.0, 9288.0)"," Iifs monitoring sites back in 2,009 2,010 as part of the first East Maui IIFS decision. And we continue to monitor quite a few of those,",9274.0,9288.0
"(9288.0, 9293.92)"," although in certain locations the stream has been fully restored. And in order to save on staff time,",9288.0,9293.92
"(9293.92, 9300.88)"," we've pulled our equipment and stopped visiting that site. Because say on Honopo, we already have",9293.92,9300.88
"(9300.88, 9306.48)", a USGS gauge up above the Wailoaoa ditch so we don't need to monitor down,9300.88,9306.48
"(9306.48, 9313.44)", below the haiku ditch um and then that gives us uh frees up a little bit of time and and money to,9306.48,9313.44
"(9313.44, 9327.52)"," maintain new uh iifs's so since that usgs uh push to install monitoring uh in east Maui in again 2009-2010. We've added stations on Nui'ailua,",9313.44,9327.52
"(9328.24, 9341.36)"," on Kopiliula, on... We've had to move a station on Waiahu'i and then we've added, since the decision",9328.24,9341.36
"(9341.36, 9346.36)", in the last couple years addressing the streamflow standards in East Maui has come,9341.36,9346.36
"(9346.36, 9356.8)"," out. We've added Haipua'ene, Puahokumoa, and Nui'i, and Huala'i, and all of these stations",9346.36,9356.8
"(9356.8, 9365.34)"," require a lot of fieldwork to maintain. I mean, a day in East Maui is never a dull day. There are trees down, there are flash",9356.8,9365.34
"(9365.34, 9374.56)"," floods. We're up in the forest, so it's not always easy. We also maintain a former USGS station",9365.34,9374.56
"(9374.56, 9383.26)", on Haipua Enestream above the Waikamoi Flume. This was part of the question when the 2018 DNO,9374.56,9383.26
"(9383.26, 9390.8)"," was released, was how much water is available at the county level in the Olinda or Upper Kula water system.",9383.26,9390.8
"(9391.54, 9400.52)"," And there is a USGS gauge on Waikamoi at this elevation, but the Haipua NS station was discontinued in the 70s.",9391.54,9400.52
"(9400.52, 9406.48)", And we really wanted to monitor these high elevation stream flows that are so critical for,9400.52,9406.48
"(9406.48, 9414.08)", both drinking water and agriculture in the Kula region. So we've added that station in the last,9406.48,9414.08
"(9414.08, 9421.04)"," year, year and a half. But mostly we focus down in the lower elevations. But again, that's all",9414.08,9421.04
"(9421.04, 9428.08)", relative. Some of them require an ATV or off-road vehicle and and a lot of slogging,9421.04,9428.08
"(9428.08, 9435.28)", through wet vegetation to get to um on the big island we do just a few locations the lower,9428.08,9435.28
"(9435.28, 9439.92)", hamakua ditch and upper hamakua ditch we monitor in partnership with the department of agriculture,9435.28,9439.92
"(9440.48, 9448.72)", they just don't have the staff or resources to do the monitoring themselves. And then Waikoloa stream in Waimea town we monitor.,9440.48,9448.72
"(9449.0, 9456.9)"," The Waikoloa watershed is critical for drinking water supply for Waimea, but it also supports an abundance of in-stream values that are not being met.",9449.0,9456.9
"(9457.24, 9469.0)"," So moving forward, we would like to, we are using this data set as well as USGS data from the upper watersheds to develop an interim stream flow standard.",9457.24,9469.0
"(9469.0, 9475.0)"," We also monitor in Inico a commission decision in 2,012.",9469.0,9475.0
"(9475.0, 9486.56)"," I think I I can't remember the contested case date, but that restored certain flow to a branch stream there, and then we monitor in wayama stream right um the the",9475.0,9486.56
"(9486.56, 9491.92)", natural flow and then what's diverted to calculate the instrument because the channel is just not um,9486.56,9491.92
"(9493.04, 9500.8)", easy to monitor so all of the the data that we gather are available in three basic locations one,9493.04,9500.8
"(9500.8, 9513.86)"," um you know we put whatever we gather into an in-stream flow standard assessment report, which is kind of a static publication point in time that is used for making recommendations, management decision recommendations.",9500.8,9513.86
"(9513.98, 9525.9)"," But we then, we've also released a standalone publications, like this is the low flow characteristics that we developed in East Maui and specifically in the Huelo region, but actually",9513.98,9525.9
"(9525.9, 9532.32)", incorporates fieldwork from all of East Maui last year. And then all of our data are also available,9525.9,9532.32
"(9532.32, 9555.0)"," online. And we have a web portal that provides for the non-continuous data. So you click on a circle and the data from the last download can can be accessed, and then continuous data from Usgs stations or or the seam room stations are available.",9532.32,9555.0
